"uid","title","journal","issue","volume","pages","date","year","authors","keywords","doi","article_no","isi_id","issn","isbn"
"WOS:000412871300006","Genome-wide meta-analysis associates HLA-DQA1/DRB1 and LPA and lifestyle factors with human longevity","NATURE COMMUNICATIONS",NA,"8","","OCT 13","2017","Joshi, Peter K. | Pirastu, Nicola | Kentistou, Katherine A. | Fischer, Krista | Hofer, Edith | Schraut, Katharina E. | Clark, David W. | Nutile, Teresa | Barnes, Catriona L. K. | Timmers, Paul R. H. J. | Shen, Xia | Gandin, Ilaria | McDaid, Aaron F. | Hansen, Thomas Folkmann | Gordon, Scott D. | Giulianini, Franco | Boutin, Thibaud S. | Abdellaoui, Abdel | Zhao, Wei | Medina-Gomez, Carolina | Bartz, Traci M. | Trompet, Stella | Lange, Leslie A. | Raffield, Laura | van der Spek, Ashley | Galesloot, Tessel E. | Proitsi, Petroula | Yanek, Lisa R. | Bielak, Lawrence F. | Payton, Antony | Murgia, Federico | Concas, Maria Pina | Biino, Ginevra | Tajuddin, Salman M. | Seppala, Ilkka | Amin, Najaf | Boerwinkle, Eric | Borglum, Anders D. | Campbell, Archie | Demerath, Ellen W. | Demuth, Ilja | Faul, Jessica D. | Ford, Ian | Gialluisi, Alessandro | Gogele, Martin | Graff, MariaElisa | Hingorani, Aroon | Hottenga, Jouke-Jan | Hougaard, David M. | Hurme, Mikko A. | Ikram, M. Arfan | Jylha, Marja | Kuh, Diana | Ligthart, Lannie | Lill, Christina M. | Lindenberger, Ulman | Lumley, Thomas | Magi, Reedik | Marques-Vidal, Pedro | Medland, Sarah E. | Milani, Lili | Nagy, Reka | Ollier, William E. R. | Peyser, Patricia A. | Pramstaller, Peter P. | Ridker, Paul M. | Rivadeneira, Fernando | Ruggiero, Daniela | Saba, Yasaman | Schmidt, Reinhold | Schmidt, Helena | Slagboom, P. Eline | Smith, Blair H. | Smith, Jennifer A. | Sotoodehnia, Nona | Steinhagen-Thiessen, Elisabeth | van Rooij, Frank J. A. | Verbeek, Andre L. | Vermeulen, Sita H. | Vollenweider, Peter | Wang, Yunpeng | Werge, Thomas | Whitfield, John B. | Zonderman, Alan B. | Lehtimaki, Terho | Evans, Michele K. | Pirastu, Mario | Fuchsberger, Christian | Bertram, Lars | Pendleton, Neil | Kardia, Sharon L. R. | Ciullo, Marina | Becker, Diane M. | Wong, Andrew | Psaty, Bruce M. | van Duijn, Cornelia M. | Wilson, James G. | Jukema, J. Wouter | Kiemeney, Lambertus | Uitterlinden, Andre G. | Franceschini, Nora | North, Kari E. | Weir, David R. | Metspalu, Andres | Boomsma, Dorret I. | Hayward, Caroline | Chasman, Daniel | Martin, Nicholas G. | Sattar, Naveed | Campbell, Harry | Esko, Tonu | Kutalik, Zoltan | Wilson, James F.","","10.1038/s41467-017-00934-5",NA,"FJ6MG","2041-1723",NA
"WOS:000381906900015","Significant Reduction in the Disease Progression in Barrett's Esophagus Low-Grade Dysplasia Patients Treated With Endoscopic Eradiation Therapy Compared With Surveillance Endoscopy: A Systematic Review and Meta-Analysis","GASTROINTESTINAL ENDOSCOPY","5","83","AB121-AB121","MAY","2016","Qumseya, Bashar J. | Wolfsen, Herbert C. | Wani, Sachin | Gendy, Sherif","",NA,NA,"DU0PL","0016-5107",NA
"WOS:000373428800095","MAKING HEALTH SERVICES IN LOW- AND MIDDLE-INCOME COUNTRIES MORE ADOLESCENT-FRIENDLY: A SCOPING REVIEW","JOURNAL OF ADOLESCENT HEALTH","2","58","S50-S51","FEB","2016","Chandra-Mouli, Venkatraman | Hoopes, Andrea J. | Fernando, Asanthi","",NA,NA,"DI3VW","1054-139X",NA
"WOS:000435212900006","Meta-analysis of airway epithelium gene expression in asthma","EUROPEAN RESPIRATORY JOURNAL","5","51","","MAY 1","2018","Tsai, Yi-Hsuan | Parker, Joel S. | Yang, Ivana V. | Kelada, Samir N. P.","","10.1183/13993003.01962-2017",NA,"GJ3QY","0903-1936",NA
"WOS:000447086500032","Baseline and on-statin treatment lipoprotein(a) levels for prediction of cardiovascular events: individual patient-data meta-analysis of statin outcome trials","LANCET","10155","392","1311-1320","OCT 13","2018","Willeit, Peter | Ridker, Paul M. | Nestel, Paul J. | Simes, John | Tonkin, Andrew M. | Pedersen, Terje R. | Schwartz, Gregory G. | Olsson, Anders G. | Colhoun, Helen M. | Kronenberg, Florian | Drechsler, Christiane | Wanner, Christoph | Mora, Samia | Lesogor, Anastasia | Tsimikas, Sotirios","","10.1016/S0140-6736(18)31652-0",NA,"GW6QU","0140-6736",NA
"WOS:000410998300041","Brief Mindfulness Practices for Healthcare Providers - A Systematic Literature Review","AMERICAN JOURNAL OF MEDICINE","10","130","","OCT","2017","Gilmartin, Heather | Goyal, Anupama | Hamati, Mary C. | Mann, Jason | Saint, Sanjay | Chopra, Vineet","Health care providers | Inpatient | Mindfulness | Systematic literature review | Well-being","10.1016/j.amjmed.2017.05.041",NA,"FH2US","0002-9343",NA
"WOS:000358621200011","A New Genomewide Association Meta-Analysis of Alcohol Dependence","ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH","8","39","1388-1395","AUG","2015","Zuo, Lingjun | Tan, Yunlong | Zhang, Xiangyang | Wang, Xiaoping | Krystal, John | Tabakoff, Boris | Zhong, Chunlong | Luo, Xingguang","Alcohol Dependence | Genomewide Association | Meta-Analysis","10.1111/acer.12786",NA,"CN7NL","0145-6008",NA
"WOS:000385128800001","Systematic Review of Current Devices for 24-h Intraocular Pressure Monitoring","ADVANCES IN THERAPY","10","33","1679-1690","OCT","2016","Ittoop, Sabita M. | SooHoo, Jeffrey R. | Seibold, Leonard K. | Mansouri, Kaweh | Kahook, Malik Y.","24-h | Contact lens sensor | EYECARE (R) (Implandata Ophthalmic Products GmbH) | Glaucoma | Icare (R) tonometer (Icare Finland Oy) | Intraocular pressure | Phosphene tonometer | Self-tonometry | Triggerfish (R) (Sensimed AG) | Wireless intraocular transducer","10.1007/s12325-016-0388-4",NA,"DY5GZ","0741-238X",NA
"WOS:000438660500016","Posttraumatic stress disorder and nonadherence to medications prescribed for chronic medical conditions: A meta-analysis","JOURNAL OF PSYCHIATRIC RESEARCH",NA,"102","102-109","JUL","2018","Wasson, Lauren Taggart | Shaffer, Jonathan A. | Edmondson, Donald | Bring, Rachel | Brondolo, Elena | Falzon, Louise | Konrad, Beatrice | Kronish, Ian M.","","10.1016/j.jpsychires.2018.02.013",NA,"GN0LS","0022-3956",NA
"WOS:000370135800001","Association of the OPRM1 Variant rs1799971 (A118G) with Non-Specific Liability to Substance Dependence in a Collaborative de novo Meta-Analysis of European-Ancestry Cohorts","BEHAVIOR GENETICS","2","46","151-169","MAR","2016","Schwantes-An, Tae-Hwi | Zhang, Juan | Chen, Li-Shiun | Hartz, Sarah M. | Culverhouse, Robert C. | Chen, Xiangning | Coon, Hilary | Frank, Josef | Kamens, Helen M. | Konte, Bettina | Kovanen, Leena | Latvala, Antti | Legrand, Lisa N. | Maher, Brion S. | Melroy, Whitney E. | Nelson, Elliot C. | Reid, Mark W. | Robinson, Jason D. | Shen, Pei-Hong | Yang, Bao-Zhu | Andrews, Judy A. | Aveyard, Paul | Beltcheva, Olga | Brown, Sandra A. | Cannon, Dale S. | Cichon, Sven | Corley, Robin P. | Dahmen, Norbert | Degenhardt, Louisa | Foroud, Tatiana | Gaebel, Wolfgang | Giegling, Ina | Glatt, Stephen J. | Grucza, Richard A. | Hardin, Jill | Hartmann, Annette M. | Heath, Andrew C. | Herms, Stefan | Hodgkinson, Colin A. | Hoffmann, Per | Hops, Hyman | Huizinga, David | Ising, Marcus | Johnson, Eric O. | Johnstone, Elaine | Kaneva, Radka P. | Kendler, Kenneth S. | Kiefer, Falk | Kranzler, Henry R. | Krauter, Ken S. | Levran, Orna | Lucae, Susanne | Lynskey, Michael T. | Maier, Wolfgang | Mann, Karl | Martin, Nicholas G. | Mattheisen, Manuel | Montgomery, Grant W. | Mueller-Myhsok, Bertram | Murphy, Michael F. | Neale, Michael C. | Nikolov, Momchil A. | Nishita, Denise | Noethen, Markus M. | Nurnberger, John | Partonen, Timo | Pergadia, Michele L. | Reynolds, Maureen | Ridinger, Monika | Rose, Richard J. | Rouvinen-Lagerstrom, Noora | Scherbaum, Norbert | Schmael, Christine | Soyka, Michael | Stallings, Michael C. | Steffens, Michael | Treutlein, Jens | Tsuang, Ming | Wall, Tamara L. | Wodarz, Norbert | Yuferov, Vadim | Zill, Peter | Bergen, Andrew W. | Chen, Jingchun | Cinciripini, Paul M. | Edenberg, Howard J. | Ehringer, Marissa A. | Ferrell, Robert E. | Gelernter, Joel | Goldman, David | Hewitt, John K. | Hopfer, Christian J. | Iacono, William G. | Kaprio, Jaakko | Kreek, Mary Jeanne | Kremensky, Ivo M. | Madden, Pamela A. F. | McGue, Matt | Munafo, Marcus R. | Philibert, Robert A. | Rietschel, Marcella | Roy, Alec | Rujescu, Dan | Saarikoski, Sirkku T. | Swan, Gary E. | Todorov, Alexandre A. | Vanyukov, Michael M. | Weiss, Robert B. | Bierut, Laura J. | Saccone, Nancy L.","Addiction | Substance dependence | OPRM1 | Opioid receptor | Single nucleotide polymorphism (SNP) | Genetic association","10.1007/s10519-015-9737-3",NA,"DD7WO","0001-8244",NA
"WOS:000424772500001","Pregnancy associated plasma protein-A as a prognostic biomarker of all-cause mortality and cardiovascular events in patients presenting with chest pain: a systematic review","BIOMARKERS","1","23","1-9",NA,"2018","Papanastasiou, Christos A. | Kokkinidis, Damianos G. | Oikonomou, Evangelos K. | Mantziaris, Vasileios G. | Foley, T. Raymond | Karamitsos, Theodoros D. | Waldo, Stephen W. | Armstrong, Ehrin J.","Pregnancy associated plasma protein-A | chest pain | cardiovascular | prognosis | systematic review","10.1080/1354750X.2017.1397194",NA,"FV7NW","1354-750X",NA
"WOS:000381064700298","Evidence for Terror Management Theory in Patients with Chronic Progressive Illness Near the End of Life: A Systematic Review","JOURNAL OF CARDIAC FAILURE","8","22","S105-S105","AUG","2016","Portalupi, Laura B. | Matlock, Daniel D. | Pyszczynski, Thomas A. | Allen, Larry A.","",NA,NA,"DS8WW","1071-9164",NA
"WOS:000356426901157","Hospital-associated venous thromboembolism (HA-VTE) IN pediatrics: a systematic review and meta-analysis of risk factors and risk assessment models","JOURNAL OF THROMBOSIS AND HAEMOSTASIS",NA,"13","58-58","JUN","2015","Mahajerin, A. | Branchford, B. R. | Amankwah, E. A. | Raffini, L. | Chalmers, E. | van Ommen, C. H. | Goldenberg, N. A.","",NA,NA,"CK7QJ","1538-7933",NA
"WOS:000363536300011","Protective versus Conventional Ventilation for Surgery A Systematic Review and Individual Patient Data Meta-analysis","ANESTHESIOLOGY","1","123","66-78","JUL","2015","Serpa Neto, Ary | Hemmes, Sabrine N. T. | Barbas, Carmen S. V. | Beiderlinden, Martin | Biehl, Michelle | Binnekade, Jan M. | Canet, Jaume | Fernandez-Bustamante, Ana | Futier, Emmanuel | Gajic, Ognjen | Hedenstierna, Goran | Hollmann, Markus W. | Jaber, Samir | Kozian, Alf | Licker, Marc | Lin, Wen-Qian | Maslow, Andrew D. | Memtsoudis, Stavros G. | Miranda, Dinis Reis | Moine, Pierre | Ng, Thomas | Paparella, Domenico | Putensen, Christian | Ranieri, Marco | Scavonetto, Federica | Schilling, Thomas | Schmid, Werner | Selmo, Gabriele | Severgnini, Paolo | Sprung, Juraj | Sundar, Sugantha | Talmor, Daniel | Treschan, Tanja | Unzueta, Carmen | Weingarten, Toby N. | Wolthuis, Esther K. | Wrigge, Hermann | de Abreu, Marcelo Gama | Pelosi, Paolo | Schultz, Marcus J. | PROVE Network Investigators","","10.1097/ALN.0000000000000706",NA,"CU4YB","0003-3022",NA
"WOS:000450636400030","Factors Associated with Breastfeeding Initiation and Continuation: A Meta-Analysis","JOURNAL OF PEDIATRICS",NA,"203","190-+","DEC","2018","Cohen, Sarah S. | Alexander, Dominik D. | Krebs, Nancy F. | Young, Bridget E. | Cabana, Michael D. | Erdmann, Peter | Hays, Nicholas P. | Bezold, Carla P. | Levin-Sparenberg, Elizabeth | Turini, Marco | Saavedra, Jose M.","","10.1016/j.jpeds.2018.08.008",NA,"HA9PI","0022-3476",NA
"WOS:000444410100007","Body mass index is negatively associated with telomere length: a collaborative cross-sectional meta-analysis of 87 observational studies","AMERICAN JOURNAL OF CLINICAL NUTRITION","3","108","453-475","SEP","2018","Gielen, Marij | Hageman, Geja J. | Antoniou, Evangelia E. | Nordfjall, Katarina | Mangino, Massimo | Balasubramanyam, Muthuswamy | de Meyer, Tim | Hendricks, Audrey E. | Giltay, Erik J. | Hunt, Steven C. | Nettleton, Jennifer A. | Salpea, Klelia D. | Diaz, Vanessa A. | Farzaneh-Far, Ramin | Atzmon, Gil | Harris, Sarah E. | Hou, Lifang | Gilley, David | Hovatta, Iiris | Kark, Jeremy D. | Nassar, Hisham | Kurz, David J. | Mather, Karen A. | Willeit, Peter | Zheng, Yun-Ling | Pavanello, Sofia | Demerath, Ellen W. | Rode, Line | Bunout, Daniel | Steptoe, Andrew | Boardman, Lisa | Marti, Amelia | Needham, Belinda | Zheng, Wei | Ramsey-Goldman, Rosalind | Pellatt, Andrew J. | Kaprio, Jaakko | Hofmann, Jonathan N. | Gieger, Christian | Paolisso, Giuseppe | Hjelmborg, Jacob B. H. | Mirabello, Lisa | Seeman, Teresa | Wong, Jason | van der Harst, Pim | Broer, Linda | Kronenberg, Florian | Kollerits, Barbara | Strandberg, Timo | Eisenberg, Dan T. A. | Duggan, Catherine | Verhoeven, Josine E. | Schaakxs, Roxanne | Zannolli, Raffaela | dos Reis, Rosana M. R. | Charchar, Fadi J. | Tomaszewski, Maciej | Mons, Ute | Demuth, Ilja | Molli, Andrea Elena Iglesias | Cheng, Guo | Krasnienkov, Dmytro | D'Antono, Bianca | Kasielski, Marek | McDonnell, Barry J. | Ebstein, Richard Paul | Sundquist, Kristina | Pare, Guillaume | Chong, Michael | Zeegers, Maurice P. | TELOMAAS Group","BMI | telomere length | obesity | low-grade inflammation | meta-analysis | observational studies","10.1093/ajcn/nqy107",NA,"GT3NN","0002-9165",NA
"WOS:000398841500001","A meta-analysis of the relation between therapeutic alliance and treatment outcome in eating disorders","INTERNATIONAL JOURNAL OF EATING DISORDERS","4","50","323-340","APR","2017","Graves, Tiffany A. | Tabri, Nassim | Thompson-Brenner, Heather | Franko, Debra L. | Eddy, Kamryn T. | Bourion-Bedes, Stephanie | Brown, Amy | Constantino, Michael J. | Fluckiger, Christoph | Forsberg, Sarah | Isserlin, Leanna | Couturier, Jennifer | Karlsson, Gunilla Paulson | Mander, Johannes | Teufel, Martin | Mitchell, James E. | Crosby, Ross D. | Prestano, Claudia | Satir, Dana A. | Simpson, Susan | Sly, Richard | Lacey, J. Hubert | Stiles-Shields, Colleen | Tasca, Giorgio A. | Waller, Glenn | Zaitsoff, Shannon L. | Rienecke, Renee | Le Grange, Daniel | Thomas, Jennifer J.","eating disorder | meta-analysis | therapeutic alliance | treatment outcome","10.1002/eat.22672",NA,"ER5KU","0276-3478",NA
"WOS:000447826300016","Heterogeneity in Clinical, Endoscopic, and Histologic Outcome Measures and Placebo Response Rates in Clinical Trials of Eosinophilic Esophagitis: A Systematic Review","CLINICAL GASTROENTEROLOGY AND HEPATOLOGY","11","16","1714-+","NOV","2018","Ma, Christopher | van Rhijn, Bram D. | Jairath, Vipul | Nguyen, Tran M. | Parker, Claire E. | Aceves, Seema S. | Furuta, Glenn T. | Gupta, Sandeep K. | Katzka, David A. | Safroneeva, Ekaterina | Schoepfer, Alain M. | Straumann, Alex | Spergel, Jonathan M. | Pai, Rish K. | Feagan, Brian G. | Hirano, Ikuo | Dellon, Evan S. | Bredenoord, Albert J.","Esophagus | Inflammation | Drug | Endoscopy | Histology | Patient-Reported Outcomes | Placebo","10.1016/j.cgh.2018.06.005",NA,"GX5WY","1542-3565",NA
"WOS:000366059800036","Hemodialysis for lithium poisoning","COCHRANE DATABASE OF SYSTEMATIC REVIEWS","9",NA,"",NA,"2015","Lavonas, Eric J. | Buchanan, Jennie","","10.1002/14651858.CD007951.pub2",NA,"CX9XJ","1469-493X",NA
"WOS:000355807400011","Large-Scale Network Dysfunction in Major Depressive Disorder A Meta-analysis of Resting-State Functional Connectivity","JAMA PSYCHIATRY","6","72","603-611","JUN","2015","Kaiser, Roselinde H. | Andrews-Hanna, Jessica R. | Wager, Tor D. | Pizzagalli, Diego A.","","10.1001/jamapsychiatry.2015.0071",NA,"CJ9FH","2168-622X",NA
"WOS:000360942902032","A systematic review of tonsillectomy as a treatment for guttate or plaque psoriasis","JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY","5","72","AB223-AB223","MAY","2015","Florek, Aleksandra | Rachakonda, Tara | Dhillon, Jaskaran | Armstrong, April","",NA,NA,"CQ9NW","0190-9622",NA
"WOS:000377428600002","Work-hour restrictions and orthopaedic resident education: a systematic review","INTERNATIONAL ORTHOPAEDICS","5","40","865-873","MAY","2016","Mauser, Nathan S. | Michelson, James D. | Gissel, Hannah | Henderson, Corey | Mauffrey, Cyril","Orthopaedic resident | Work hours | Restrictions | Education","10.1007/s00264-015-3045-7",NA,"DN9VK","0341-2695",NA
"WOS:000419419000012","Ten simple rules for neuroimaging meta-analysis","NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS",NA,"84","151-161","JAN","2018","Mueller, Veronika I. | Cieslik, Edna C. | Laird, Angela R. | Fox, Peter T. | Radua, Joaquim | Mataix-Cols, David | Tench, Christopher R. | Yarkoni, Tal | Nichols, Thomas E. | Turkeltaub, Peter E. | Wager, Tor D. | Eickhoff, Simon B.","Meta-analysis | Ten simple rules | Guidelines | Neuroimaging | fMRI | PET","10.1016/j.neubiorev.2017.11.012",NA,"FR9UQ","0149-7634",NA
"WOS:000386878100034","Genetic Risk Can Be Decreased: Quitting Smoking Decreases and Delays Lung Cancer for Smokers With High and Low CHRNA5 Risk Genotypes - A Meta-Analysis","EBIOMEDICINE",NA,"11","219-226","SEP","2016","Chen, Li-Shiun | Baker, Timothy | Hung, Rayjean J. | Horton, Amy | Culverhouse, Robert | Hartz, Sarah | Saccone, Nancy | Cheng, Iona | Deng, Bo | Han, Younghun | Hansen, Helen M. | Horsman, Janet | Kim, Claire | Rosenberger, Albert | Aben, Katja K. | Andrew, Angeline S. | Chang, Shen-Chih | Saum, Kai-Uwe | Dienemann, Hendrik | Hatsukami, Dorothy K. | Johnson, Eric O. | Pande, Mala | Wrensch, Margaret R. | McLaughlin, John | Skaug, Vidar | van der Heijden, Erik H. | Wampfler, Jason | Wenzlaff, Angela | Woll, Penella | Zienolddiny, Shanbeh | Bickeboeller, Heike | Brenner, Hermann | Duell, Eric J. | Haugen, Aage | Brueske, Irene | Kiemeney, Lambertus A. | Lazarus, Philip | Le Marchand, Loic | Liu, Geoffrey | Mayordomo, Jose | Risch, Angela | Schwartz, Ann G. | Teare, M. Dawn | Wu, Xifeng | Wiencke, John K. | Yang, Ping | Zhang, Zuo-Feng | Spitz, Margaret R. | Amos, Christopher I. | Bierut, Laura J.","Smoking cessation | Genetics | Meta-analysis | Lung cancer","10.1016/j.ebiom.2016.08.012",NA,"EA8II","2352-3964",NA
"WOS:000429461800033","Microfracture Versus Autologous Chondrocyte Implantation for Articular Cartilage Lesions in the Knee A Systematic Review of 5-Year Outcomes","AMERICAN JOURNAL OF SPORTS MEDICINE","4","46","995-999","MAR","2018","Kraeutler, Matthew J. | Belk, John W. | Purcell, Justin M. | McCarty, Eric C.","articular cartilage | autologous chondrocyte implantation | microfracture | focal chondral defects","10.1177/0363546517701912",NA,"GC0IU","0363-5465",NA
"WOS:000336716300022","Effectiveness of neuraminidase inhibitors in reducing mortality in patients admitted to hospital with influenza A H1N1pdm09 virus infection: a meta-analysis of individual participant data","LANCET RESPIRATORY MEDICINE","5","2","395-404","MAY","2014","Muthuri, Stella G. | Venkatesan, Sudhir | Myles, Puja R. | Leonardi-Bee, Jo | Al Khuwaitir, Tarig S. A. | Al Mamun, Adbullah | Anovadiya, Ashish P. | Azziz-Baumgartner, Eduardo | Baez, Clarisa | Bassetti, Matteo | Beovic, Bojana | Bertisch, Barbara | Bonmarin, Isabelle | Booy, Robert | Borja-Aburto, Victor H. | Burgmann, Heinz | Cao, Bin | Carratala, Jordi | Denholm, Justin T. | Dominguez, Samuel R. | Duarte, Pericles A. D. | Dubnov-Raz, Gal | Echavarria, Marcela | Fanella, Sergio | Gao, Zhancheng | Gerardin, Patrick | Giannella, Maddalena | Gubbels, Sophie | Herberg, Jethro | Higuera Iglesias, Anjarath L. | Hoger, Peter H. | Hu, Xiaoyun | Islam, Quazi T. | Jimenez, Mirela F. | Kandeel, Amr | Keijzers, Gerben | Khalili, Hossein | Knight, Marian | Kudo, Koichiro | Kusznierz, Gabriela | Kuzman, Ilija | Kwan, Arthur M. C. | Amine, Idriss Lahlou | Langenegger, Eduard | Lankarani, Kamran B. | Leo, Yee-Sin | Linko, Rita | Liu, Pei | Madanat, Faris | Mayo-Montero, Elga | McGeer, Allison | Memish, Ziad | Metan, Gokhan | Mickiene, Aukse | Mikic, Dragan | Mohn, Kristin G. I. | Moradi, Ahmadreza | Nymadawa, Pagbajabyn | Oliva, Maria E. | Ozkan, Mehpare | Parekh, Dhruv | Paul, Mical | Polack, Fernando P. | Rath, Barbara A. | Rodriguez, Alejandro H. | Sarrouf, Elena B. | Seale, Anna C. | Sertogullarindan, Bunyamin | Siqueira, Marilda M. | Skret-Magierlo, Joanna | Stephan, Frank | Talarek, Ewa | Tang, Julian W. | To, Kelvin K. W. | Torres, Antoni | Torun, Selda H. | Dat Tran | Uyeki, Timothy M. | Van Zwol, Annelies | Vaudry, Wendy | Vidmar, Tjasa | Yokota, Renata T. C. | Zarogoulidis, Paul | Nguyen-Van-Tam, Jonathan S. | PRIDE Consortium Investigators","","10.1016/S2213-2600(14)70041-4",NA,"AI2VN","2213-2600",NA
"WOS:000427011300002","Response of Retinoic Acid in Patients with Radioactive Iodine-Refractory Thyroid Cancer: A Meta-Analysis","ONCOLOGY RESEARCH AND TREATMENT","3","41","100-104",NA,"2018","Pak, Kyoungjune | Shin, Seunghyeon | Kim, Seong-Jang | Kim, In-Joo | Chang, Samuel | Koo, Phillip | Kwak, Jennifer | Kim, Jae-Ho","Retinoids | Meta-analysis | Thyroid neoplasm | Iodine radioisotopes | Cell differentiation","10.1159/000484206",NA,"FY6ZL","2296-5270",NA
"WOS:000437436200002","Microbial Preparations (Probiotics) for the Prevention of Clostridium difficile Infection in Adults and Children: An Individual Patient Data Meta-analysis of 6,851 Participants","INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY","7","39","771-781","JUL","2018","Johnston, Bradley C. | Lytvyn, Lyubov | Lo, Calvin Ka-Fung | Allen, Stephen J. | Wang, Duolao | Szajewska, Hania | Miller, Mark | Ehrhardt, Stephan | Sampalis, John | Duman, Deniz G. | Pozzoni, Pietro | Colli, Agostino | Lonnermark, Elisabet | Selinger, Christian P. | Wong, Samford | Plummer, Susan | Hickson, Mary | Pancheva, Ruzha | Hirsch, Sandra | Klarin, Bengt | Goldenberg, Joshua Z. | Wang, Li | Mbuagbaw, Lawrence | Foster, Gary | Maw, Anna | Sadeghirad, Behnam | Thabane, Lehana | Mertz, Dominik","","10.1017/ice.2018.84",NA,"GL8BJ","0899-823X",NA
"WOS:000342351800085","Both Carboplatin and Bevacizumab Improve Pathological Complete Remission Rate in Neoadjuvant Treatment of Triple Negative Breast Cancer: A Meta-Analysis","PLOS ONE","9","9","","SEP 23","2014","Chen, Xiao-song | Yuan, Ying | Garfield, David H. | Wu, Jia-yi | Huang, Ou | Shen, Kun-wei","","10.1371/journal.pone.0108405",NA,"AP8TL","1932-6203",NA
