"","X","url","author","title","journal","year","doi","JIF","maxRank","id","times.cited","coauthor","intext","librarian"
"51",51,"https://www.ncbi.nlm.nih.gov/pubmed/29665506","Antonia E. Chiesa and Leigh Kallechey and Nicole Harlaar and C. {Rashaan Ford} and Edward F. Garrido and William R. Betts and Sabine Maguire","Intimate partner violence victimization and parenting: A systematic review","CHILD ABUSE & NEGLECT",2018,"10.1016/j.chiabu.2018.03.028",2.845,94.19,"pubmed/29665506",4,FALSE,FALSE,FALSE
"52",52,"https://www.ncbi.nlm.nih.gov/pubmed/26780879
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5021147/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5021147/pdf/JGS-64-332.pdf","Stanford Chihuri and Thelma J. Mielenz and Charles J. DiMaggio and Marian E. Betz and Carolyn DiGuiseppi and Vanya C. Jones and Guohua Li","Driving Cessation and Health Outcomes in Older Adults","JOURNAL OF THE AMERICAN GERIATRICS SOCIETY",2016,"10.1111/jgs.13931",4.388,84.69,"pubmed/26780879",54,NA,TRUE,TRUE
"53",53,"https://www.ncbi.nlm.nih.gov/pubmed/30214070
https://www.nature.com/articles/s41436-018-0141-2","Ann F. Chou and John Mulvihill and Celia Kaye and Sylvia Mann and Marc S. Williams and Lori Williamson","Developing a genetic services assessment tool to inform quality improvement efforts in state genetic service delivery","GENETICS IN MEDICINE : OFFICIAL JOURNAL OF THE AMERICAN COLLEGE OF MEDICAL GENETICS",2019,"10.1038/s41436-018-0141-2",8.683,93.39,"pubmed/30214070",0,NA,NA,NA
"54",54,"<Go to ISI>://WOS:000417111900008","L. Cleveland and C. M. Hill and W. S. Pulse and H. C. DiCioccio and T. Field and R. White-Traut","Systematic Review of Skin-to-Skin Care for Full-Term, Healthy Newborns","JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING",2017,"10.1016/j.jogn.2017.08.005",1.473,68.22,"WOS:000417111900008",5,NA,TRUE,TRUE
"55",55,"https://www.ncbi.nlm.nih.gov/pubmed/29458154
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5985204/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5985204/pdf/nihms944008.pdf","Don Chamil Codipilly and Apoorva Krishna Chandar and Siddharth Singh and Sachin Wani and Nicholas J. Shaheen and John M. Inadomi and Amitabh Chak and Prasad G. Iyer","The Effect of Endoscopic Surveillance in Patients With Barrett's Esophagus: A Systematic Review and Meta-analysis","GASTROENTEROLOGY",2018,"10.1053/j.gastro.2018.02.022",19.223,98.21,"pubmed/29458154",12,NA,TRUE,TRUE
"56",56,"https://www.ncbi.nlm.nih.gov/pubmed/30293638","Sarah S. Cohen and Dominik D. Alexander and Nancy F. Krebs and Bridget E. Young and Michael D. Cabana and Peter Erdmann and Nicholas P. Hays and Carla P. Bezold and Elizabeth Levin-Sparenberg and Marco Turini and Jose M. Saavedra","Factors Associated with Breastfeeding Initiation and Continuation: A Meta-Analysis","THE JOURNAL OF PEDIATRICS",2018,"10.1016/j.jpeds.2018.08.008",3.379,93.15,"pubmed/30293638",4,FALSE,FALSE,FALSE
"57",57,"https://www.ncbi.nlm.nih.gov/pubmed/29342035
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5807198/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5807198/pdf/nihms918848.pdf","Adam R. Coughlin and Tyler J. Willman and Samuel P. Gubbels","Systematic Review of Hearing Preservation After Radiotherapy for Vestibular Schwannoma","OTOLOGY & NEUROTOLOGY : OFFICIAL PUBLICATION OF THE AMERICAN OTOLOGICAL SOCIETY, AMERICAN NEUROTOLOGY SOCIETY [AND] EUROPEAN ACADEMY OF OTOLOGY AND NEUROTOLOGY",2018,"10.1097/MAO.0000000000001672",2.063,65.48,"pubmed/29342035",4,NA,TRUE,TRUE
"58",58,"https://www.ncbi.nlm.nih.gov/pubmed/27921338
https://onlinelibrary.wiley.com/doi/full/10.1002/da.22580","Pim Cuijpers and Erica Weitz and Femke Lamers and Brenda W. Penninx and Jos Twisk and Robert J. DeRubeis and Sona Dimidjian and Boadie W. Dunlop and Robin B. Jarrett and Zindel V. Segal and Steven D. Hollon","Melancholic and atypical depression as predictor and moderator of outcome in cognitive behavior therapy and pharmacotherapy for adult depression","DEPRESSION AND ANXIETY",2017,"10.1002/da.22580",5.043,90.38,"pubmed/27921338",6,FALSE,FALSE,FALSE
"59",59,"https://www.ncbi.nlm.nih.gov/pubmed/27803341
http://www.jrheum.org/content/jrheum/43/11/1997.full.pdf","Jeffrey R. Curtis and Vivian P. Bykerk and Maher Aassi and Michael Schiff","Adherence and Persistence with Methotrexate in Rheumatoid Arthritis: A Systematic Review","THE JOURNAL OF RHEUMATOLOGY",2016,"10.3899/jrheum.151212",3.15,58.33,"pubmed/27803341",16,FALSE,FALSE,FALSE
"60",60,"https://www.ncbi.nlm.nih.gov/pubmed/26497342","Rodrigo Donalisio {da Silva} and Luke Bidikov and Walker Michaels and Diedra Gustafson and Wilson R. Molina and Fernando J. Kim","Bipolar energy in the treatment of benign prostatic hyperplasia: a current systematic review of the literature","THE CANADIAN JOURNAL OF UROLOGY",2015,NA,1.066,21.43,"pubmed/26497342",NA,FALSE,FALSE,FALSE
"61",61,"https://www.ncbi.nlm.nih.gov/pubmed/29308584","Richard C. Dart and Janetta L. Iwanicki and Nabarun Dasgupta and Theodore J. Cicero and Sidney H. Schnoll","Do abuse deterrent opioid formulations work?","JOURNAL OF OPIOID MANAGEMENT",2017,"10.5055/jom.2017.0415",NA,NA,"pubmed/29308584",NA,NA,NA,NA
"62",62,"https://www.ncbi.nlm.nih.gov/pubmed/29153467","Roshni Dasgupta and Elizabeth Renaud and Adam B. Goldin and Robert Baird and Danielle B. Cameron and Meghan A. Arnold and Karen A. Diefenbach and Ankush Gosain and Julia Grabowski and Yigit S. Guner and Tim Jancelewicz and Akemi Kawaguchi and Dave R. Lal and Tolulope A. Oyetunji and Robert L. Ricca and Julia Shelton and Stig Somme and Regan F. Williams and Cynthia D. Downard","Ovarian torsion in pediatric and adolescent patients: A systematic review","JOURNAL OF PEDIATRIC SURGERY",2018,"10.1016/j.jpedsurg.2017.10.053",2.092,60.89,"pubmed/29153467",6,FALSE,FALSE,FALSE
"63",63,"https://www.ncbi.nlm.nih.gov/pubmed/27488124
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5290224/
https://qualitysafety.bmj.com/content/qhc/26/7/596.full.pdf","Karina W. Davidson and Jonathan Shaffer and Siqin Ye and Louise Falzon and Iheanacho O. Emeruwa and Kevin Sundquist and Ifeoma A. Inneh and Susan L. Mascitelli and Wilhelmina M. Manzano and David K. Vawdrey and Henry H. Ting","Interventions to improve hospital patient satisfaction with healthcare providers and systems: a systematic review","BMJ QUALITY & SAFETY",2017,"10.1136/bmjqs-2015-004758",7.226,99.47,"pubmed/27488124",15,TRUE,NA,TRUE
"64",64,"https://www.ncbi.nlm.nih.gov/pubmed/27644429
https://link.springer.com/content/pdf/10.1007%2Fs40596-016-0608-x.pdf","Santiago {de la Garza} and Vania Phuoc and Steven Throneberry and Jennifer Blumenthal-Barby and Laurence McCullough and John Coverdale","Teaching Medical Ethics in Graduate and Undergraduate Medical Education: A Systematic Review of Effectiveness","ACADEMIC PSYCHIATRY : THE JOURNAL OF THE AMERICAN ASSOCIATION OF DIRECTORS OF PSYCHIATRIC RESIDENCY TRAINING AND THE ASSOCIATION FOR ACADEMIC PSYCHIATRY",2017,"10.1007/s40596-016-0608-x",1.603,62.13,"pubmed/27644429",2,FALSE,FALSE,FALSE
"65",65,"https://www.ncbi.nlm.nih.gov/pubmed/25064687","Shuba De and Riccardo Autorino and Fernando J. Kim and Homayoun Zargar and Humberto Laydner and Raffaele Balsamo and Fabio C. Torricelli and Carmine {Di Palma} and Wilson R. Molina and Manoj Monga and Marco {De Sio}","Percutaneous nephrolithotomy versus retrograde intrarenal surgery: a systematic review and meta-analysis","EUROPEAN UROLOGY",2015,"10.1016/j.eururo.2014.07.003",14.976,99.35,"pubmed/25064687",110,FALSE,FALSE,FALSE
"66",66,"https://www.ncbi.nlm.nih.gov/pubmed/27284904
https://www.tandfonline.com/doi/pdf/10.1080/02770903.2016.1193601?needAccess=true","Piyameth Dilokthornsakul and Nathorn Chaiyakunapruk and Jonathan D. Campbell","Does the use of efficacy or effectiveness evidence in cost-effectiveness analysis matter?","THE JOURNAL OF ASTHMA : OFFICIAL JOURNAL OF THE ASSOCIATION FOR THE CARE OF ASTHMA",2017,"10.1080/02770903.2016.1193601",2.014,27.78,"pubmed/27284904",4,FALSE,FALSE,FALSE
"67",67,"https://www.ncbi.nlm.nih.gov/pubmed/26846446
https://accpjournals.onlinelibrary.wiley.com/doi/full/10.1002/phar.1697","Dave L. Dixon and Steven P. Dunn and Michael S. Kelly and Timothy R. McLlarky and Roy E. Brown","Effectiveness of Pharmacist-Led Amiodarone Monitoring Services on Improving Adherence to Amiodarone Monitoring Recommendations: A Systematic Review","PHARMACOTHERAPY",2016,"10.1002/phar.1697",2.932,62.23,"pubmed/26846446",8,FALSE,FALSE,FALSE
"68",68,"https://www.ncbi.nlm.nih.gov/pubmed/27654490
https://onlinelibrary.wiley.com/doi/full/10.1002/pbc.26258","Kathleen Dorris and Chunyan Liu and Dandan Li and Trent R. Hummel and Xia Wang and John Perentesis and Mi-Ok Kim and Maryam Fouladi","A comparison of safety and efficacy of cytotoxic versus molecularly targeted drugs in pediatric phase I solid tumor oncology trials","PEDIATRIC BLOOD & CANCER",2017,"10.1002/pbc.26258",2.646,79.44,"pubmed/27654490",5,FALSE,FALSE,FALSE
"69",69,"https://www.ncbi.nlm.nih.gov/pubmed/29431143
https://emj.bmj.com/content/emermed/35/5/325.full.pdf","Ryan S. D'Souza and Christopher Mercogliano and Elizabeth Ojukwu and Shawn D'Souza and Andrew Singles and Jaymin Modi and Alexandra Short and Anthony Donato","Effects of prophylactic anticholinergic medications to decrease extrapyramidal side effects in patients taking acute antiemetic drugs: a systematic review and meta-analysis","EMERGENCY MEDICINE JOURNAL : EMJ",2018,"10.1136/emermed-2017-206944",2.307,70.69,"pubmed/29431143",1,FALSE,FALSE,FALSE
"70",70,"https://www.ncbi.nlm.nih.gov/pubmed/28890018","S. Eliza Dunn and John L. Vicini and Kevin C. Glenn and David M. Fleischer and Matthew J. Greenhawt","The allergenicity of genetically modified foods from genetically engineered crops: A narrative and systematic review","ANNALS OF ALLERGY, ASTHMA & IMMUNOLOGY : OFFICIAL PUBLICATION OF THE AMERICAN COLLEGE OF ALLERGY, ASTHMA, & IMMUNOLOGY",2017,"10.1016/j.anai.2017.07.010",3.263,52.58,"pubmed/28890018",4,NA,TRUE,TRUE
"71",71,"https://www.ncbi.nlm.nih.gov/pubmed/30142706
https://escholarship.org/content/qt7pn8c0sb/qt7pn8c0sb.pdf?t=pdx0j8","Lauren R. M. Eagleston and Nazanin Kuseh Kalani and Ravi R. Patel and Hania K. Flaten and Cory A. Dunnick and Robert P. Dellavalle","Cannabinoids in dermatology: a scoping review","DERMATOLOGY ONLINE JOURNAL",2018,NA,2.497,64.39,"pubmed/30142706",NA,FALSE,FALSE,FALSE
"72",72,"https://www.ncbi.nlm.nih.gov/pubmed/26717031
https://jamanetwork.com/journals/jama/articlepdf/2478208/jama_easter_2015_rc_150003.pdf","Joshua S. Easter and Jason S. Haukoos and William P. Meehan and Victor Novack and Jonathan A. Edlow","Will Neuroimaging Reveal a Severe Intracranial Injury in This Adult With Minor Head Trauma?: The Rational Clinical Examination Systematic Review","JAMA",2015,"10.1001/jama.2015.16316",37.684,98.39,"pubmed/26717031",18,NA,TRUE,TRUE
"73",73,"<Go to ISI>://WOS:000411959500053","G. Ellis and M. Gardner and A. Tsiachristas and P. Langhorne and O. Burke and R. H. Harwood and S. P. Conroy and T. Kircher and D. Somme and I. Saltvedt and H. Wald and D. O'Neill and D. Robinson and S. Shepperd","Comprehensive geriatric assessment for older adults admitted to hospital","COCHRANE DATABASE OF SYSTEMATIC REVIEWS",2017,"10.1002/14651858.CD006211.pub3",6.754,91.94,"WOS:000411959500053",67,NA,TRUE,TRUE
"74",74,"<Go to ISI>://WOS:000335351900001","C. Escoffery and K. C. Rodgers and M. C. Kegler and R. Haardorfer and D. H. Howard and S. Liang and E. Pinsker and K. B. Roland and J. D. Allen and M. G. Ory and R. Bastani and M. E. Fernandez and B. C. Risendal and T. L. Byrd and G. D. Coronado","A systematic review of special events to promote breast, cervical and colorectal cancer screening in the United States","BMC PUBLIC HEALTH",2014,"10.1186/1471-2458-14-274",2.264,68.18,"WOS:000335351900001",18,NA,TRUE,TRUE
"75",75,"<Go to ISI>://WOS:000337348700004
https://watermark.silverchair.com/0000605-201406030-00005.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgswggIHBgkqhkiG9w0BBwagggH4MIIB9AIBADCCAe0GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMxViy1aBAqdq1ml25AgEQgIIBvpEMXI7AzfMNa0F1rLwO4qRmVubYf5tKTnYBeLYvZQLnMf8x0Ww7D9dPIrIZOiBIUI7GU8Ay9W668w2XaDMeruZD272Mq1XeB1_hC51dWWGIYLbBEIZl5zweU1-OMdBnEfIbbrxRyU6ILuDh-3FQr4OeDJfF9aT23yP7HmTRvtVpTIcyVYsptwum3cpLFXXYA8alWNyMz_uMouN-UmW8CIfuLyMbkYh9n570l-beUnaT8iUt1EGVkqynUQbSzNywszJViUQE-loyxkrkM6zUvUaBt9vIurr2dMLPjmvE0acKvvRwODd3VZ9NQ4jBnhPKhpgfmQ5aJhXznCO3-zs72BQ3f8PQXIRf1tlkcu4PrV1tQ7RFNGAU8yQWdKa1HgHWl87sfEK2RaSNWWwY7bxrJK5M-som_BCPZ7X2etsVLhBycL8wjvMqmb4UimF8URqUnAjC58-EXSmS6iCGP_VjKzmf8qvQsXHc0t5gZ1H9LaSTBwzE7exBxD0W61OotbVY6Cz6Gkh9a5A5nVxfM1na5hFXkBSkCAkQENc8JIZHU7YAUU8lQ5jRxVCTkgnA94FpY3nuPoCsy4yUhexUACQk","C. Feltner and C. D. Jones and C. W. Cene and Z. J. Zheng and C. A. Sueta and E. J. L. Coker-Schwimmer and M. Arvanitis and K. N. Lohr and J. C. Middleton and D. E. Jonas","Transitional Care Interventions to Prevent Readmissions for Persons With Heart Failure A Systematic Review and Meta-analysis","ANNALS OF INTERNAL MEDICINE",2014,"10.7326/m14-0083",17.81,97.73,"WOS:000337348700004",NA,NA,TRUE,TRUE
"76",76,"https://www.ncbi.nlm.nih.gov/pubmed/28940765
https://onlinelibrary.wiley.com/doi/full/10.1111/jonm.12519","Shelly A. Fischer and Jacqueline Jones and Joyce A. Verran","Consensus achievement of leadership, organisational and individual factors that influence safety climate: Implications for nursing management","JOURNAL OF NURSING MANAGEMENT",2018,"10.1111/jonm.12519",2.386,90.42,"pubmed/28940765",5,FALSE,FALSE,FALSE
"77",77,"<Go to ISI>://WOS:000436977600015
https://www.tandfonline.com/doi/pdf/10.1080/10903127.2017.1413466?needAccess=true","J. N. Fishe and R. P. Crowe and R. E. Cash and N. G. Nudell and C. Martin-Gill and C. T. Richards and Consortium {Prehosp Guidelines}","Implementing Prehospital Evidence-Based Guidelines: A Systematic Literature Review","PREHOSPITAL EMERGENCY CARE",2018,"10.1080/10903127.2017.1413466",2.557,81.03,"WOS:000436977600015",4,NA,TRUE,TRUE
"78",78,"https://www.ncbi.nlm.nih.gov/pubmed/29442137
https://link.springer.com/content/pdf/10.1007%2Fs00403-018-1808-x.pdf","Aleksandra G. Florek and Catherine J. Wang and April W. Armstrong","Treatment preferences and treatment satisfaction among psoriasis patients: a systematic review","ARCHIVES OF DERMATOLOGICAL RESEARCH",2018,"10.1007/s00403-018-1808-x",2.309,56.82,"pubmed/29442137",7,FALSE,FALSE,FALSE
"79",79,"https://www.ncbi.nlm.nih.gov/pubmed/26093680","Nyssa F. Fox and Christopher Xiao and Amit J. Sood and Tiffany L. Lovelace and Shaun A. Nguyen and Anand Sharma and Terry A. Day","Hyperbaric oxygen therapy for the treatment of radiation-induced xerostomia: a systematic review","ORAL SURGERY, ORAL MEDICINE, ORAL PATHOLOGY AND ORAL RADIOLOGY",2015,"10.1016/j.oooo.2015.03.007",1.262,47.8,"pubmed/26093680",10,FALSE,FALSE,FALSE
"80",80,"https://www.ncbi.nlm.nih.gov/pubmed/28715848
https://watermark.silverchair.com/aime201708010-m170598.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgowggIGBgkqhkiG9w0BBwagggH3MIIB8wIBADCCAewGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMQ_72Ln-LEyDOfI3vAgEQgIIBvX3cP9vwDfcwRHrP9mcXG9nKFF0K036u_HcmLkSIUShOyA5fKwyHmV6i46OTxz4N1Glg0_JlIfKzvUOnpYFTV2BD7aih4OLAIcMzzAVINF7fcierhrxj37JOMhBdtWk4DD96Cxqle9DzE8pv9LvWxvkhwb9l76zCXHZ2sDRt1dirdSwd_u2-hM4eof1O17TJCCAwBLsAA_5IY93_uzywn3ESrbJ9JkiM5U9kNhUW2xKkI3efzIZfhbsRhvaIr7Qw1uNpV61XpATnEjQ8SNB2YpEUlU1GyGwBG1uOptrdgBOHkfuvqkdIfmK2s1u3qQXTEevHBafHtohSkJwMEIS9jGqkgCviQzk_ogBpEh7EF_RCWR64mHsS4oxAEVxbq8lfwgHIBS-3hTRJub2W3by7BVjSDOQcW9_lyLmxJwFHjZTvyPxbHbbeZYXPSj0rBjW5p7-yduGFNKKWVl0FJX8zN5ECj56ha814Z9EydymPomJwjVUh1Nxg1Mbuwnm177Tib-r46BSw86Ax5CsxH62ov8i_OIrxt5f0UAViqt6qdupwczM6_5dhI8v7hg2spCS_a8ta-3HeMfWyHMy1nFA","Joseph W. Frank and Travis I. Lovejoy and William C. Becker and Benjamin J. Morasco and Christopher J. Koenig and Lilian Hoffecker and Hannah R. Dischinger and Steven K. Dobscha and Erin E. Krebs","Patient Outcomes in Dose Reduction or Discontinuation of Long-Term Opioid Therapy: A Systematic Review","ANNALS OF INTERNAL MEDICINE",2017,"10.7326/M17-0598",19.384,96.45,"pubmed/28715848",49,TRUE,NA,TRUE
"81",81,"https://www.ncbi.nlm.nih.gov/pubmed/29366742","Rachel M. Frank and Kevin C. Wang and Annabelle Davey and Eric J. Cotter and Brian J. Cole and Anthony A. Romeo and Charles A. Bush-Joseph and Jr. {Bach Bernard R.} and Nikhil N. Verma","Utility of Modern Arthroscopic Simulator Training Models: A Meta-analysis and Updated Systematic Review","ARTHROSCOPY : THE JOURNAL OF ARTHROSCOPIC & RELATED SURGERY : OFFICIAL PUBLICATION OF THE ARTHROSCOPY ASSOCIATION OF NORTH AMERICA AND THE INTERNATIONAL ARTHROSCOPY ASSOCIATION",2018,"10.1016/j.arthro.2017.10.048",4.433,94.08,"pubmed/29366742",5,FALSE,FALSE,FALSE
"82",82,"https://www.ncbi.nlm.nih.gov/pubmed/29558816","Robert Freedman and Sharon K. Hunter and M. Camille Hoffman","Prenatal Primary Prevention of Mental Illness by Micronutrient Supplements in Pregnancy","THE AMERICAN JOURNAL OF PSYCHIATRY",2018,"10.1176/appi.ajp.2018.17070836",13.655,96.92,"pubmed/29558816",0,FALSE,FALSE,FALSE
"83",83,"https://www.ncbi.nlm.nih.gov/pubmed/27269210","Jacob L. Freeman and Soliman Oushy and Jeffrey Schowinsky and Stefan Sillau and A. Samy Youssef","Invasive Giant Cell Tumor of the Lateral Skull Base: A Systematic Review, Meta-Analysis, and Case Illustration","WORLD NEUROSURGERY",2016,"10.1016/j.wneu.2016.05.086",2.592,69.8,"pubmed/27269210",6,FALSE,FALSE,FALSE
"84",84,"<Go to ISI>://WOS:000361384500004
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4496288/pdf/nihms692476.pdf","D. B. Friedman and K. Becofsky and L. A. Anderson and L. L. Bryant and R. H. Hunter and S. L. Ivey and B. Belza and R. G. Logsdon and S. Brannon and A. E. Vandenberg and S. Y. Lin","Public perceptions about risk and protective factors for cognitive health and impairment: a review of the literature","INTERNATIONAL PSYCHOGERIATRICS",2015,"10.1017/s1041610214002877",2.22,45.39,"WOS:000361384500004",NA,NA,TRUE,TRUE
"85",85,"https://www.ncbi.nlm.nih.gov/pubmed/28573176
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5451278/
https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0043-106578.pdf","Larissa L. Fujii-Lau and Birtukan Cinnor and Nicholas Shaheen and Srinivas Gaddam and Srinadh Komanduri and V. Raman Muthusamy and Ananya Das and Robert Wilson and Violette C. Simon and Vladimir Kushnir and Daniel Mullady and Steven A. Edmundowicz and Dayna S. Early and Sachin Wani","Recurrence of intestinal metaplasia and early neoplasia after endoscopic eradication therapy for Barrett's esophagus: a systematic review and meta-analysis","ENDOSCOPY INTERNATIONAL OPEN",2017,"10.1055/s-0043-106578",6.629,97.75,"pubmed/28573176",9,FALSE,FALSE,FALSE
"86",86,"https://www.ncbi.nlm.nih.gov/pubmed/26912127
https://www.tandfonline.com/doi/pdf/10.3109/15622975.2015.1132007?needAccess=true","Marina Garriga and Isabella Pacchiarotti and Siegfried Kasper and Scott L. Zeller and Michael H. Allen and Gustavo Vázquez and Leonardo Baldaçara and Luis San and R. Hamish McAllister-Williams and Konstantinos N. Fountoulakis and Philippe Courtet and Dieter Naber and Esther W. Chan and Andrea Fagiolini and Hans Jürgen Möller and Heinz Grunze and Pierre Michel Llorca and Richard L. Jaffe and Lakshmi N. Yatham and Diego Hidalgo-Mazzei and Marc Passamar and Thomas Messer and Miquel Bernardo and Eduard Vieta","Assessment and management of agitation in psychiatry: Expert consensus","THE WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY : THE OFFICIAL JOURNAL OF THE WORLD FEDERATION OF SOCIETIES OF BIOLOGICAL PSYCHIATRY",2016,"10.3109/15622975.2015.1132007",3.658,74.3,"pubmed/26912127",60,FALSE,FALSE,FALSE
